Beginn,Ende,Anzahl der Aktivitätsminuten,Kalorien (kcal),Distanz (m),Kardiopunkte,Kardiominuten,Minimaler Breitengrad (Grad),Minimaler Längengrad (Grad),Maximaler Breitengrad (Grad),Maximaler Längengrad (Grad),Durchschnittsgeschwindigkeit (m/s),Maximale Geschwindigkeit (m/s),Minimale Geschwindigkeit (m/s),Schrittzahl,Durchschnittsgewicht (kg),Maximales Gewicht (kg),Minimales Gewicht (kg),Radfahren – Dauer (ms),Gehen – Dauer (ms)
05:30:00.000+05:30,05:45:00.000+05:30,,16.296872786069187,,,,,,,,,,,,,,,,
05:45:00.000+05:30,06:00:00.000+05:30,,16.296872786069187,,,,,,,,,,,,,,,,
06:00:00.000+05:30,06:15:00.000+05:30,,16.296872786069187,,,,,,,,,,,,,,,,
06:15:00.000+05:30,06:30:00.000+05:30,,16.296872786069187,,,,,,,,,,,,,,,,
06:30:00.000+05:30,06:45:00.000+05:30,,16.296872786069187,,,,,,,,,,,,,,,,
06:45:00.000+05:30,07:00:00.000+05:30,,16.296872786069187,,,,,,,,,,,,,,,,
07:00:00.000+05:30,07:15:00.000+05:30,,16.296872786069187,,,,,,,,,,,,,,,,
07:15:00.000+05:30,07:30:00.000+05:30,,16.296872786069187,,,,,,,,,,,,,,,,
07:30:00.000+05:30,07:45:00.000+05:30,,16.296872786069187,,,,,,,,,,,,,,,,
07:45:00.000+05:30,08:00:00.000+05:30,4,16.296872786069187,76.36151073278711,,,,,,,,,,122,,,,,
08:00:00.000+05:30,08:15:00.000+05:30,15,16.296872786069187,282.4407006523581,,,,,,,0.31382301449775696,0.31382301449775696,0.31382301449775696,450,,,,,
08:15:00.000+05:30,08:30:00.000+05:30,6,16.296872786069187,115.07053031407355,,,,,,,,,,183,,,,,
08:30:00.000+05:30,08:45:00.000+05:30,,16.296872786069187,,,,,,,,,,,,,,,,
08:45:00.000+05:30,09:00:00.000+05:30,,16.296872786069187,,,,,,,,,,,,,,,,
09:00:00.000+05:30,09:15:00.000+05:30,4,27.59002739131455,265.5088357925415,2.0,2,,,,,1.3868709600727782,1.4885485172271729,1.3470244407653809,368,,,,,191578
09:15:00.000+05:30,09:30:00.000+05:30,,16.296875419876656,,,,,,,,,,,,,,,,
09:30:00.000+05:30,09:45:00.000+05:30,,16.296875419876656,,,,,,,,,,,,,,,,
09:45:00.000+05:30,10:00:00.000+05:30,,16.296875419876656,,,,,,,,,,,,,,,,
10:00:00.000+05:30,10:15:00.000+05:30,,16.296875419876656,,,,,,,,,,,,,,,,
10:15:00.000+05:30,10:30:00.000+05:30,,16.296875419876656,,,,,,,,,,,,,,,,
10:30:00.000+05:30,10:45:00.000+05:30,,16.296875419876656,,,,,,,,,,,,,,,,
10:45:00.000+05:30,11:00:00.000+05:30,,16.296875419876656,,,,,,,,,,,,,,,,
11:00:00.000+05:30,11:15:00.000+05:30,,16.296875419876656,,,,,,,,,,,,,,,,
11:15:00.000+05:30,11:30:00.000+05:30,,16.296875419876656,,,,,,,,,,,,,,,,
11:30:00.000+05:30,11:45:00.000+05:30,,16.296875419876656,,,,,,,,,,,,,,,,
11:45:00.000+05:30,12:00:00.000+05:30,2,16.296875419876656,51.540453283542824,,,,,,,,,,82,,,,,
12:00:00.000+05:30,12:15:00.000+05:30,15,16.296875419876656,282.4407021546918,,,,,,,,,,450,,,,,
12:15:00.000+05:30,12:30:00.000+05:30,15,16.296875419876656,282.4407021546918,,,,,,,,,,450,,,,,
12:30:00.000+05:30,12:45:00.000+05:30,15,16.296875419876656,282.4407021546918,,,,,,,,,,450,,,,,
12:45:00.000+05:30,13:00:00.000+05:30,15,16.296875419876656,282.4407021546918,,,,,,,0.31382301449775696,0.31382301449775696,0.31382301449775696,450,,,,,
13:00:00.000+05:30,13:15:00.000+05:30,15,16.296875419876656,282.4407021546918,,,,,,,,,,450,,,,,
13:15:00.000+05:30,13:30:00.000+05:30,15,16.296875419876656,282.4407021546918,,,,,,,,,,450,,,,,
13:30:00.000+05:30,13:45:00.000+05:30,6,16.296875419876656,142.0190653251717,,,,,,,0.9736031293869019,0.9736031293869019,0.9736031293869019,224,,,,,
13:45:00.000+05:30,14:00:00.000+05:30,,16.296875419876656,,,,,,,,,,,,,,,,
14:00:00.000+05:30,14:15:00.000+05:30,6,16.296875419876656,113.15060540685124,,,,,,,,,,180,,,,,
14:15:00.000+05:30,14:30:00.000+05:30,15,16.296875419876656,282.44071775948356,,,,,,,0.31382301449775696,0.31382301449775696,0.31382301449775696,450,,,,,
14:30:00.000+05:30,14:45:00.000+05:30,7,16.296875419876656,203.89918586686832,1.0,1,,,,,1.1734655499458313,1.199162483215332,1.1477686166763306,312,,,,,
14:45:00.000+05:30,15:00:00.000+05:30,,16.296875419876656,,,,,,,,,,,,,,,,
15:00:00.000+05:30,15:15:00.000+05:30,,16.296875419876656,,,,,,,,,,,,,,,,
15:15:00.000+05:30,15:30:00.000+05:30,,16.296875419876656,,,,,,,,,,,,,,,,
15:30:00.000+05:30,15:45:00.000+05:30,8,16.296875419876656,178.87911987304688,,,,,,,0.31382301449775696,0.31382301449775696,0.31382301449775696,285,,,,,
15:45:00.000+05:30,16:00:00.000+05:30,,16.296875419876656,,,,,,,,,,,,,,,,
16:00:00.000+05:30,16:15:00.000+05:30,,16.296875419876656,,,,,,,,,,,,,,,,
16:15:00.000+05:30,16:30:00.000+05:30,1,16.296875419876656,23.70983682957189,,,,,,,,,,38,,,,,
16:30:00.000+05:30,16:45:00.000+05:30,15,16.296875419876656,282.4407076322415,,,,,,,0.31382301449775696,0.31382301449775696,0.31382301449775696,450,,,,,
16:45:00.000+05:30,17:00:00.000+05:30,1,19.280593759699638,35.9165331749053,,,,,,,,,,57,,,,47358,
17:00:00.000+05:30,17:15:00.000+05:30,15,72.99999856360493,,15.0,15,,,,,,,,,,,,900000,
17:15:00.000+05:30,17:30:00.000+05:30,7,37.626064815200834,,7.0,7,,,,,,,,,,,,463883,
17:30:00.000+05:30,17:45:00.000+05:30,,,,,,,,,,,,,,,,,,
17:45:00.000+05:30,18:00:00.000+05:30,,,,,,,,,,,,,,,,,,
18:00:00.000+05:30,18:15:00.000+05:30,,,,,,,,,,,,,,,,,,
18:15:00.000+05:30,18:30:00.000+05:30,,,,,,,,,,,,,,,,,,
18:30:00.000+05:30,18:45:00.000+05:30,,,,,,,,,,,,,,,,,,
18:45:00.000+05:30,19:00:00.000+05:30,,,,,,,,,,,,,,,,,,
19:00:00.000+05:30,19:15:00.000+05:30,,,,,,,,,,,,,,,,,,
19:15:00.000+05:30,19:30:00.000+05:30,4,,84.09076119168981,,,,,,,,,,134,,,,,
19:30:00.000+05:30,19:45:00.000+05:30,15,,282.4407170703456,,,,,,,,,,450,,,,,
19:45:00.000+05:30,20:00:00.000+05:30,15,,282.4407170703456,,,,,,,0.31382301449775696,0.31382301449775696,0.31382301449775696,450,,,,,
20:00:00.000+05:30,20:15:00.000+05:30,4,,86.00131540980644,,,,,,,,,,137,,,,,
20:15:00.000+05:30,20:30:00.000+05:30,,,,,,,,,,,,,,,,,,
20:30:00.000+05:30,20:45:00.000+05:30,,,,,,,,,,,,,,,,,,
20:45:00.000+05:30,21:00:00.000+05:30,,,,,,,,,,,,,,,,,,
21:00:00.000+05:30,21:15:00.000+05:30,,,,,,,,,,,,,,,,,,
21:15:00.000+05:30,21:30:00.000+05:30,,,,,,,,,,,,,,,,,,
21:30:00.000+05:30,21:45:00.000+05:30,,,,,,,,,,,,,,,,,,
21:45:00.000+05:30,22:00:00.000+05:30,,,,,,,,,,,,,,,,,,
22:00:00.000+05:30,22:15:00.000+05:30,2,,65.90283203125,,,,,,,0.31382301449775696,0.31382301449775696,0.31382301449775696,105,,,,,
22:15:00.000+05:30,22:30:00.000+05:30,,,,,,,,,,,,,,,,,,
22:30:00.000+05:30,22:45:00.000+05:30,,,,,,,,,,,,,,,,,,
22:45:00.000+05:30,23:00:00.000+05:30,,,,,,,,,,,,,,,,,,
23:00:00.000+05:30,23:15:00.000+05:30,,,,,,,,,,,,,,,,,,
23:15:00.000+05:30,23:30:00.000+05:30,,,,,,,,,,,,,,,,,,
23:30:00.000+05:30,23:45:00.000+05:30,,,,,,,,,,,,,,,,,,
23:45:00.000+05:30,00:00:00.000+05:30,,,,,,,,,,,,,,,,,,
