Beginn,Ende,Anzahl der Aktivitätsminuten,Kalorien (kcal),Distanz (m),Kardiopunkte,Kardiominuten,Minimaler Breitengrad (Grad),Minimaler Längengrad (Grad),Maximaler Breitengrad (Grad),Maximaler Längengrad (Grad),Durchschnittsgeschwindigkeit (m/s),Maximale Geschwindigkeit (m/s),Minimale Geschwindigkeit (m/s),Schrittzahl,Durchschnittsgewicht (kg),Maximales Gewicht (kg),Minimales Gewicht (kg),Gehen – Dauer (ms),Laufen – Dauer (ms),Krafttraining – Dauer (ms)
05:00:00.000+05:30,05:15:00.000+05:30,,16.29687342492903,,,,,,,,,,,,,,,,,
05:15:00.000+05:30,05:30:00.000+05:30,,16.29687342492903,,,,,,,,,,,,,,,,,
05:30:00.000+05:30,05:45:00.000+05:30,,16.29687342492903,,,,,,,,,,,,,,,,,
05:45:00.000+05:30,06:00:00.000+05:30,,16.29687342492903,,,,,,,,,,,,,,,,,
06:00:00.000+05:30,06:15:00.000+05:30,,16.29687342492903,,,,,,,,,,,,,,,,,
06:15:00.000+05:30,06:30:00.000+05:30,,16.29687342492903,,,,,,,,,,,,,,,,,
06:30:00.000+05:30,06:45:00.000+05:30,,16.29687342492903,,,,,,,,,,,,,,,,,
06:45:00.000+05:30,07:00:00.000+05:30,,16.29687342492903,,,,,,,,,,,,,,,,,
07:00:00.000+05:30,07:15:00.000+05:30,,16.29687342492903,,,,,,,,,,,,,,,,,
07:15:00.000+05:30,07:30:00.000+05:30,,16.29687342492903,,,,,,,,,,,,,,,,,
07:30:00.000+05:30,07:45:00.000+05:30,,16.29687342492903,10.541615102445913,,,,,,,,,,17,,,,,,
07:45:00.000+05:30,08:00:00.000+05:30,1,16.423847247532226,25.234210398042368,,,,,,,0.31382304430007935,0.31382304430007935,0.31382304430007935,40,,,,2154,,
08:00:00.000+05:30,08:15:00.000+05:30,3,38.0256525950382,102.25174540126348,,,,,,,0.47109622622827874,0.6306952238082886,0.31382298469543457,239,,,,368610,,
08:15:00.000+05:30,08:30:00.000+05:30,7,43.13462191808319,239.90825778400875,,,,,,,0.5758920620577002,0.7289281487464905,0.37909579277038574,407,,,,455279,,
08:30:00.000+05:30,08:45:00.000+05:30,,16.296873463366257,,,,,,,,,,,,,,,,,
08:45:00.000+05:30,09:00:00.000+05:30,,16.296873463366257,,,,,,,,,,,,,,,,,
09:00:00.000+05:30,09:15:00.000+05:30,,16.296873463366257,,,,,,,,,,,,,,,,,
09:15:00.000+05:30,09:30:00.000+05:30,1,16.296873463366257,18.82938003540039,,,,,,,0.6537407636642456,0.6537407636642456,0.6537407636642456,40,,,,,,
09:30:00.000+05:30,09:45:00.000+05:30,1,16.296873463366257,19.457027435302734,,,,,,,0.7368509769439697,0.7368509769439697,0.7368509769439697,44,,,,,,
09:45:00.000+05:30,10:00:00.000+05:30,,16.296873463366257,,,,,,,,,,,,,,,,,
10:00:00.000+05:30,10:15:00.000+05:30,,16.296873463366257,,,,,,,,,,,,,,,,,
10:15:00.000+05:30,10:30:00.000+05:30,,16.296873463366257,,,,,,,,,,,2,,,,,,
10:30:00.000+05:30,10:45:00.000+05:30,11,46.08903161063539,309.70766627788544,,,,,,,0.6294901263633312,1.014992117881775,0.3168984055519104,535,,,,505398,,
10:45:00.000+05:30,11:00:00.000+05:30,,16.29687341769996,,,,,,,,,,,,,,,,,
11:00:00.000+05:30,11:15:00.000+05:30,6,29.656180764034218,125.15693027913245,,,,,,,0.4534810239482047,0.644883394241333,0.2733480632305145,225,,,,226629,,
11:15:00.000+05:30,11:30:00.000+05:30,9,56.95737797053904,297.40125094712107,,,,,,,0.6642639168607856,0.8268448114395142,0.3995089828968048,514,,,,689770,,
11:30:00.000+05:30,11:45:00.000+05:30,2,16.29687451378159,68.6450424194336,,,,,,,0.80907992567432,1.137451171875,0.3499128222465515,141,,,,,,
11:45:00.000+05:30,12:00:00.000+05:30,8,21.637672692421617,209.63377332687378,,,,,,,0.4959899162698046,0.8554185032844543,0.25029468536376953,368,,,,90602,,
12:00:00.000+05:30,12:15:00.000+05:30,,26.10429649314147,58.60259175300598,,,,,,,0.3460923856965644,0.37703683972358704,0.31024542450904846,89,,,,,73203,
12:15:00.000+05:30,12:30:00.000+05:30,,16.296874450884417,,,,,,,,,,,,,,,,,
12:30:00.000+05:30,12:45:00.000+05:30,,16.296874450884417,,,,,,,,,,,,,,,,,
12:45:00.000+05:30,13:00:00.000+05:30,1,19.360006060369365,31.646255493164062,,,,,,,1.039145827293396,1.039145827293396,1.039145827293396,61,,,,51964,,
13:00:00.000+05:30,13:15:00.000+05:30,,16.296875262946266,,,,,,,,,,,,,,,,,
13:15:00.000+05:30,13:30:00.000+05:30,,16.296875262946266,,,,,,,,,,,,,,,,,
13:30:00.000+05:30,13:45:00.000+05:30,,16.296875262946266,,,,,,,,,,,,,,,,,
13:45:00.000+05:30,14:00:00.000+05:30,,16.296875262946266,,,,,,,,,,,,,,,,,
14:00:00.000+05:30,14:15:00.000+05:30,,16.296875262946266,,,,,,,,,,,,,,,,,
14:15:00.000+05:30,14:30:00.000+05:30,,16.296875262946266,,,,,,,,,,,,,,,,,
14:30:00.000+05:30,14:45:00.000+05:30,,16.296875262946266,,,,,,,,,,,,,,,,,
14:45:00.000+05:30,15:00:00.000+05:30,,16.296875262946266,,,,,,,,,,,,,,,,,
15:00:00.000+05:30,15:15:00.000+05:30,,16.296875262946266,,,,,,,,,,,,,,,,,
15:15:00.000+05:30,15:30:00.000+05:30,,16.296875262946266,,,,,,,,,,,,,,,,,
15:30:00.000+05:30,15:45:00.000+05:30,,16.296875262946266,,,,,,,,,,,,,,,,,
15:45:00.000+05:30,16:00:00.000+05:30,,16.296875262946266,,,,,,,,,,,,,,,,,
16:00:00.000+05:30,16:15:00.000+05:30,,16.296875262946266,,,,,,,,,,,,,,,,,
16:15:00.000+05:30,16:30:00.000+05:30,,16.296875262946266,,,,,,,,,,,,,,,,,
16:30:00.000+05:30,16:45:00.000+05:30,,16.296875262946266,,,,,,,,,,,,,,,,,
16:45:00.000+05:30,17:00:00.000+05:30,,16.296875262946266,,,,,,,,,,,,,,,,,
17:00:00.000+05:30,17:15:00.000+05:30,,16.296875262946266,,,,,,,,,,,,,,,,,
17:15:00.000+05:30,17:30:00.000+05:30,,16.296875262946266,,,,,,,,,,,,,,,,,
17:30:00.000+05:30,17:45:00.000+05:30,1,22.595519426982303,35.77582550048828,,,,,,,0.31382304430007935,0.31382304430007935,0.31382304430007935,72,,,,106851,,
17:45:00.000+05:30,18:00:00.000+05:30,1,16.29687587006131,34.52053260803223,,,,,,,0.4746938943862915,0.4746938943862915,0.4746938943862915,88,,,,,,
18:00:00.000+05:30,18:15:00.000+05:30,,16.29687587006131,18.20173454284668,,,,,,,0.5861129760742188,0.5861129760742188,0.5861129760742188,82,,,,,,
18:15:00.000+05:30,18:30:00.000+05:30,,16.29687587006131,,,,,,,,,,,31,,,,,,
18:30:00.000+05:30,18:45:00.000+05:30,,16.29687587006131,58.371081829071045,,,,,,,0.3998945678516349,0.6163848638534546,0.2719799280166626,122,,,,,,
18:45:00.000+05:30,19:00:00.000+05:30,,16.29687587006131,,,,,,,,,,,,,,,,,
19:00:00.000+05:30,19:15:00.000+05:30,,16.29687587006131,,,,,,,,,,,,,,,,,
19:15:00.000+05:30,19:30:00.000+05:30,,16.29687587006131,,,,,,,,,,,,,,,,,
19:30:00.000+05:30,19:45:00.000+05:30,,16.29687587006131,,,,,,,,,,,,,,,,,
19:45:00.000+05:30,20:00:00.000+05:30,,16.29687587006131,,,,,,,,,,,,,,,,,
20:00:00.000+05:30,20:15:00.000+05:30,7,55.34642888130571,,7.0,7,,,,,4.1423141109906085,9.324260711669922,0.5919056534767151,,,,,,,476840
20:15:00.000+05:30,20:30:00.000+05:30,9,63.23430017946788,,9.0,9,,,,,,,,,,,,,,573160
20:30:00.000+05:30,20:45:00.000+05:30,,16.29687358193947,,,,,,,,,,,,,,,,,
20:45:00.000+05:30,21:00:00.000+05:30,,16.29687358193947,,,,,,,,,,,,,,,,,
21:00:00.000+05:30,21:15:00.000+05:30,,16.29687358193947,,,,,,,,,,,,,,,,,
21:15:00.000+05:30,21:30:00.000+05:30,,16.29687358193947,,,,,,,,,,,,,,,,,
21:30:00.000+05:30,21:45:00.000+05:30,,16.29687358193947,,,,,,,,1.112820807951816,1.170911192893982,0.51553875207901,,,,,,,
21:45:00.000+05:30,22:00:00.000+05:30,,16.29687358193947,,,,,,,,,,,,,,,,,
22:00:00.000+05:30,22:15:00.000+05:30,,16.29687358193947,,,,,,,,,,,,,,,,,
22:15:00.000+05:30,22:30:00.000+05:30,,16.29687358193947,,,,,,,,,,,,,,,,,
22:30:00.000+05:30,22:45:00.000+05:30,,16.29687358193947,,,,,,,,,,,,,,,,,
22:45:00.000+05:30,23:00:00.000+05:30,,16.29687358193947,,,,,,,,,,,,,,,,,
23:00:00.000+05:30,23:15:00.000+05:30,,16.29687358193947,,,,,,,,,,,,,,,,,
23:15:00.000+05:30,23:30:00.000+05:30,,16.29687358193947,,,,,,,,,,,,,,,,,
23:30:00.000+05:30,23:45:00.000+05:30,,16.29687358193947,,,,,,,,,,,,,,,,,
23:45:00.000+05:30,00:00:00.000+05:30,,16.29687358193947,,,,,,,,,,,,,,,,,
