Beginn,Ende,Anzahl der Aktivitätsminuten,Kalorien (kcal),Distanz (m),Kardiopunkte,Kardiominuten,Minimaler Breitengrad (Grad),Minimaler Längengrad (Grad),Maximaler Breitengrad (Grad),Maximaler Längengrad (Grad),Durchschnittsgeschwindigkeit (m/s),Maximale Geschwindigkeit (m/s),Minimale Geschwindigkeit (m/s),Schrittzahl,Durchschnittsgewicht (kg),Maximales Gewicht (kg),Minimales Gewicht (kg),Radfahren – Dauer (ms),Gehen – Dauer (ms),Laufen – Dauer (ms)
04:15:00.000+05:30,04:30:00.000+05:30,,15.450519318330175,,,,,,,,,,,,,,,,,
04:30:00.000+05:30,04:45:00.000+05:30,,15.450519318330175,,,,,,,,,,,,,,,,,
04:45:00.000+05:30,05:00:00.000+05:30,,15.450519318330175,,,,,,,,,,,,,,,,,
05:00:00.000+05:30,05:15:00.000+05:30,,15.450519318330175,,,,,,,,,,,,,,,,,
05:15:00.000+05:30,05:30:00.000+05:30,,15.450519318330175,,,,,,,,,,,,,,,,,
05:30:00.000+05:30,05:45:00.000+05:30,,15.450519318330175,,,,,,,,,,,,,,,,,
05:45:00.000+05:30,06:00:00.000+05:30,,15.450519318330175,,,,,,,,,,,,,,,,,
06:00:00.000+05:30,06:15:00.000+05:30,,15.450519318330175,,,,,,,,,,,,,,,,,
06:15:00.000+05:30,06:30:00.000+05:30,,15.450519318330175,,,,,,,,,,,,,,,,,
06:30:00.000+05:30,06:45:00.000+05:30,,15.450519318330175,,,,,,,,,,,,,,,,,
06:45:00.000+05:30,07:00:00.000+05:30,2,15.450519318330175,51.240291595458984,,,,,,,0.44083207845687866,0.5802506804466248,0.30141347646713257,109,,,,,,
07:00:00.000+05:30,07:15:00.000+05:30,2,15.450519318330175,58.113173484802246,,,,,,,0.6678287088871002,1.0342439413070679,0.30141347646713257,156,,,,,,
07:15:00.000+05:30,07:30:00.000+05:30,4,27.792116722364383,167.8693766593933,,,,,,,0.42599061507251584,0.9318545460700989,0.30141347646713257,305,,,,,225993,
07:30:00.000+05:30,07:45:00.000+05:30,,15.45052054001428,,,,,,,,,,,,,,,,,
07:45:00.000+05:30,08:00:00.000+05:30,,15.45052054001428,,,,,,,,,,,,,,,,,
08:00:00.000+05:30,08:15:00.000+05:30,1,15.45052054001428,27.572145215970462,,,,,,,,,,56,,,,,,
08:15:00.000+05:30,08:30:00.000+05:30,4,15.45052054001428,114.03667135967115,,,,,,,0.30948134518069226,0.470176637172699,0.3014134466648102,196,,,,,,
08:30:00.000+05:30,08:45:00.000+05:30,5,15.45052054001428,179.06284194028856,,,,,,,0.4354185119926719,0.7298290729522705,0.2992444336414337,296,,,,,,
08:45:00.000+05:30,09:00:00.000+05:30,,15.450520020227904,,,,,,,,,,,,,,,,,
09:00:00.000+05:30,09:15:00.000+05:30,,15.450519463604389,,,,,,,,,,,,,,,,,
09:15:00.000+05:30,09:30:00.000+05:30,1,18.83484318759034,55.277184869526394,,,,,,,0.7380528301000595,1.2184704542160034,0.2576352059841156,83,,,,,61972,
09:30:00.000+05:30,09:45:00.000+05:30,4,42.94895183818126,235.28589615655088,2.0,2,,,,,0.9631198275292647,1.3404093980789185,0.2738882601261139,337,,,,,36417,204898
09:45:00.000+05:30,10:00:00.000+05:30,,15.450520293706726,,,,,,,,,,,,,,,,,
10:00:00.000+05:30,10:15:00.000+05:30,1,15.450520293706726,59.95839982808806,,,,,,,0.3014134615659714,0.30141347646713257,0.3014134466648102,99,,,,,,
10:15:00.000+05:30,10:30:00.000+05:30,12,39.326173827666466,633.5200827307433,4.0,4,,,,,0.8367048160958419,1.3800380229949951,0.2868998348712921,979,,,,,437198,
10:30:00.000+05:30,10:45:00.000+05:30,13,40.84899800422626,618.2927624439152,4.0,4,,,,,0.928092051853901,1.3757072687149048,0.33699843287467957,982,,,,,465085,
10:45:00.000+05:30,11:00:00.000+05:30,7,28.70093179079405,324.20051765441895,3.0,3,,,,,1.091590210003863,1.353966236114502,0.30141347646713257,507,,,,,242634,
11:00:00.000+05:30,11:15:00.000+05:30,1,22.099139652262537,27.127212524414062,1.0,1,,,,,0.41981005668640137,0.5338719487190247,0.3057481646537781,35,,,,113869,,
11:15:00.000+05:30,11:30:00.000+05:30,15,68.00000148843415,,15.0,15,,,,,,,,,,,,900000,,
11:30:00.000+05:30,11:45:00.000+05:30,15,68.00000148843415,,15.0,15,,,,,,,,,,,,900000,,
11:45:00.000+05:30,12:00:00.000+05:30,10,46.91966042174705,46.73210525512695,8.0,8,,,,,0.6064175963401794,0.9114217162132263,0.30141347646713257,102,,,,538963,,
12:00:00.000+05:30,12:15:00.000+05:30,5,34.41053798734326,272.819034576416,2.0,2,,,,,1.0800187097267855,1.6337761878967285,0.5945879817008972,426,,,,,,152290
12:15:00.000+05:30,12:30:00.000+05:30,2,15.450520673063059,90.10200682387546,,,,,,,0.3388968730914956,0.4068742096424103,0.2913663387298584,161,,,,,,
12:30:00.000+05:30,12:45:00.000+05:30,5,15.450520673063059,111.84502228989408,,,,,,,0.4293256253004074,0.4483337998390198,0.41031745076179504,248,,,,,,
12:45:00.000+05:30,13:00:00.000+05:30,5,15.450520673063059,128.68483531978308,,,,,,,0.3097177624406528,0.3224480152130127,0.30141347646713257,213,,,,,,
13:00:00.000+05:30,13:15:00.000+05:30,2,15.450520673063059,81.02977442238154,,,,,,,0.48949055373668676,0.6811777949333191,0.2978033125400543,176,,,,,,
13:15:00.000+05:30,13:30:00.000+05:30,,15.450520673063059,,,,,,,,,,,,,,,,,
13:30:00.000+05:30,13:45:00.000+05:30,3,15.450520673063059,71.12415336666632,,,,,,,0.7547396985921356,0.7792894840240479,0.5481752157211304,150,,,,,,
13:45:00.000+05:30,14:00:00.000+05:30,13,15.450520673063059,1290.3263478050183,18.0,11,,,,,1.491712921931005,2.144479751586914,0.3253069221973419,1733,,,,,,
14:00:00.000+05:30,14:15:00.000+05:30,15,15.450520673063059,1310.423486515807,20.0,12,,,,,1.4424244269727828,2.1296579837799072,0.6254702210426331,1791,,,,,,
14:15:00.000+05:30,14:30:00.000+05:30,15,56.949215633586135,962.8519594920874,9.0,9,,,,,1.1004411419518543,1.361310601234436,0.43297645449638367,1439,,,,,759903,
14:30:00.000+05:30,14:45:00.000+05:30,7,39.54954552462212,491.32336219332296,5.0,5,,,,,1.186061388466167,1.308936595916748,0.7187391519546509,734,,,,,441289,
14:45:00.000+05:30,15:00:00.000+05:30,,15.450518971881015,,,,,,,,,,,,,,,,,
15:00:00.000+05:30,15:15:00.000+05:30,,15.450518971881015,,,,,,,,,,,,,,,,,
15:15:00.000+05:30,15:30:00.000+05:30,,15.450518971881015,,,,,,,,,,,20,,,,,,
15:30:00.000+05:30,15:45:00.000+05:30,3,19.447245958568466,79.4857177734375,,,,,,,0.6466231942176819,0.9918329119682312,0.30141347646713257,150,,,,,73186,
15:45:00.000+05:30,16:00:00.000+05:30,,15.45052026827857,,,,,,,,,,,,,,,,,
16:00:00.000+05:30,16:15:00.000+05:30,,15.45052026827857,,,,,,,,,,,,,,,,,
16:15:00.000+05:30,16:30:00.000+05:30,,15.45052026827857,,,,,,,,,,,,,,,,,
16:30:00.000+05:30,16:45:00.000+05:30,,15.45052026827857,,,,,,,,,,,,,,,,,
16:45:00.000+05:30,17:00:00.000+05:30,,15.45052026827857,,,,,,,,,,,,,,,,,
17:00:00.000+05:30,17:15:00.000+05:30,,15.45052026827857,,,,,,,,,,,,,,,,,
17:15:00.000+05:30,17:30:00.000+05:30,,15.45052026827857,,,,,,,,,,,,,,,,,
17:30:00.000+05:30,17:45:00.000+05:30,,15.45052026827857,,,,,,,,,,,,,,,,,
17:45:00.000+05:30,18:00:00.000+05:30,,15.45052026827857,,,,,,,,,,,,,,,,,
18:00:00.000+05:30,18:15:00.000+05:30,,15.45052026827857,,,,,,,,,,,,,,,,,
18:15:00.000+05:30,18:30:00.000+05:30,,15.45052026827857,,,,,,,,,,,,,,,,,
18:30:00.000+05:30,18:45:00.000+05:30,1,15.45052026827857,26.54900152107808,,,,,,,0.30141347646713257,0.30141347646713257,0.30141347646713257,44,,,,,,
18:45:00.000+05:30,19:00:00.000+05:30,2,15.45052137901721,56.03829210379985,,,,,,,0.45072951912879944,0.4717082381248474,0.42975080013275146,113,,,,,,
19:00:00.000+05:30,19:15:00.000+05:30,,15.450521703235642,,,,,,,,,,,,,,,,,
19:15:00.000+05:30,19:30:00.000+05:30,,15.450521703235642,,,,,,,,,,,,,,,,,
19:30:00.000+05:30,19:45:00.000+05:30,,15.450521703235642,,,,,,,,,,,,,,,,,
19:45:00.000+05:30,20:00:00.000+05:30,,15.450521703235642,,,,,,,,,,,,,,,,,
20:00:00.000+05:30,20:15:00.000+05:30,,15.450521703235642,,,,,,,,,,,,,,,,,
20:15:00.000+05:30,20:30:00.000+05:30,,15.450521703235642,,,,,,,,,,,,,,,,,
20:30:00.000+05:30,20:45:00.000+05:30,,15.450521703235642,,,,,,,,,,,,,,,,,
20:45:00.000+05:30,21:00:00.000+05:30,,15.450521703235642,,,,,,,,,,,,,,,,,
21:00:00.000+05:30,21:15:00.000+05:30,,15.450521703235642,,,,,,,,,,,,,,,,,
21:15:00.000+05:30,21:30:00.000+05:30,,15.450521703235642,4.465197950896641,,,,,,,,,,22,,,,,,
21:30:00.000+05:30,21:45:00.000+05:30,7,15.450521703235642,237.834560483399,,,,,,,0.6182252542609985,1.0972487926483154,0.30141347646713257,392,,,,,,
21:45:00.000+05:30,22:00:00.000+05:30,,15.450521703235642,,,,,,,,,,,,,,,,,
22:00:00.000+05:30,22:15:00.000+05:30,,15.450521703235642,,,,,,,,,,,,,,,,,
22:15:00.000+05:30,22:30:00.000+05:30,2,18.229268374914213,56.665733337402344,,,,,,,0.3014134466648102,0.3014134466648102,0.3014134466648102,94,,,,,50883,
22:30:00.000+05:30,22:45:00.000+05:30,4,26.303489313421913,159.6773397100125,1.0,1,,,,,1.0207147753604904,1.4238172769546509,0.30141347646713257,239,,,,,198734,
22:45:00.000+05:30,23:00:00.000+05:30,15,49.81697260998753,769.071364842638,4.0,4,,,,,0.874162796081173,1.5369105339050293,0.3312614858150482,1203,,,,,629301,
23:00:00.000+05:30,23:15:00.000+05:30,,18.345479359280777,17.481981873512268,,,,,,,0.26122501492500305,0.26122501492500305,0.26122501492500305,86,,,,,53011,
23:15:00.000+05:30,23:30:00.000+05:30,,15.45052065210799,,,,,,,,,,,,,,,,,
23:30:00.000+05:30,23:45:00.000+05:30,,15.45052065210799,,,,,,,,,,,,,,,,,
23:45:00.000+05:30,00:00:00.000+05:30,,15.45052065210799,,,,,,,,,,,,,,,,,
